Page,Name,BHK,Location,Price,Price_per_sqft,Area_sqft,Area_sqm,Area_type,Status,Description,Builder,Posted_Time,Property_URL,Image_URL
1,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹78 Lac,"₹3,939 /sqft","1,980 sqft",(184 sqm),Super Built-up Area,Ready To Move,"This property in kudasan, gandhinagar is a well-Located residential project offering quality housing with modern conveniences and serene surroundings. Strategically positioned in urjanagar 1, it provides seamless connectivity to major roads and nearby localities, enhancing daily commute and accessibility. The community features well-Designed flats, ready-To-Move options, and essential amenities...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1980-sqft-r1-spid-W88630582,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"2 BHK Flatin Vavol, Gandhinagar",2 BHK Flat,"Vavol, Gandhinagar",₹60 Lac,"₹5,510 /sqft","1,089 sqft",(101 sqm),Super Built-up Area,Ready To Move,"The shreeji homes flat is over 121 sq.Yards super built up area and comes with 2 bedrooms, 2 bathrooms and 2 balconies. This flat lies on the 1st level of a 3 storey building. This 10 years old property is available for immediate possession as the project is ready to move. Na/noc available.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vavol-gandhinagar-1089-sqft-spid-M90644556,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Raysan, Gandhinagar",3 BHK Flat,"Raysan, Gandhinagar",₹1.25 Cr,"₹5,490 /sqft","2,277 sqft",(212 sqm),Super Built-up Area,Ready To Move,"The satvan bellevue flat occupies a super built up area of 253 sq.Yards that consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 8th floor of this 9 floors tall residential building. As the project is already ready to move, so you can easily move into this 2 years old property. Na/noc available.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-satvan-bellevue-raysan-gandhinagar-2277-sqft-spid-I90702252,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1.1 Cr,"₹10,091 /sqft","1,090 sqft",(101 sqm),Carpet Area,Ready To Move,"The flat is facing the east direction. Constructed on a carpet area of 1090 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the 2nd level of a 7 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed vitrified flooring enhances the beauty of the flat. Moreover, this propert...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shreedhar-bhakti-kudasan-gandhinagar-1090-sqft-spid-J90664988,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹80 Lac,"₹4,678 /sqft","1,710 sqft",(159 sqm),Super Built-up Area,Ready To Move,"The maruti meghnam flat occupies a super built up area of 190 sq.Yards that consists of 3 bedrooms, 3 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the top floor. This 12 years old property is available for immediate possession as the project is ready to move.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-md-maruti-magnum-randesan-gandhinagar-1710-sqft-spid-T90306894,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"2 BHK Flatin Kudasan, Gandhinagar",2 BHK Flat,"Kudasan, Gandhinagar",₹52 Lac,"₹6,280 /sqft",828 sqft,(77 sqm),Carpet Area,Ready To Move,"This society, kudasan is a well-Planned residential society offering a peaceful and comfortable lifestyle. The project features thoughtfully designed flats with good ventilation, natural light, and quality construction. Located in a prime area of kudasan, the society enjoys excellent connectivity to gandhinagar, sargasan, and major city roads. Daily essentials, schools, colleges, hospitals, and...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-828-sqft-r1-spid-C88635650,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹85 Lac,"₹4,794 /sqft","1,773 sqft",(165 sqm),Super Built-up Area,Ready To Move,"Akshat heaven in kudasan, gandhinagar is a well-Located ready-To-Move residential project offering spacious 2 bhk and 3 bhk apartments designed for modern family living. The society features landscaped gardens, childrens play areas, lift, power backup, cctv security and ample parking. Situated close to schools like podar international school and essential amenities, it combines comfort with pra...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1773-sqft-r1-spid-D88681112,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1.39 Cr,"₹4,833 /sqft","2,880 sqft",(268 sqm),Super Built-up Area,Ready To Move,"The grasslands is a premium residential project located in kudasan, gandhinagar, developed by nakshatra group & samved group. It is designed to offer a luxurious lifestyle with maximum open green space and modern architecture, making it one of the most attractive high-End projects in the area. Key highlights Configuration: 3 bhk & 4 bhk luxury apartments Size range: Approx. 1358 to 3080 sq.Ft. ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-grasslands-kudasan-gandhinagar-2880-sqft-spid-O90302400,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"2 BHK Flatin Kudasan, Gandhinagar",2 BHK Flat,"Kudasan, Gandhinagar",₹65 Lac,"₹4,980 /sqft","1,305 sqft",(121 sqm),Super Built-up Area,Ready To Move,"The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1305 sq.Ft. The property is located on the 2nd floor of a 7 floors tall building. This is a ready to move project and the property is 1-5 years old. The well built marble flooring enhances the aesthetic appeal of this flat. Shree ugati heights is designed ...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-ugati-heights-kudasan-gandhinagar-1305-sqft-spid-I90153374,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.2 Cr,"₹5,188 /sqft","2,313 sqft",(215 sqm),Carpet Area,Ready To Move,"This property faces the north-East direction. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a carpet area of 257 sq.Yards. The property is located on the 5th floor of a 14 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built ceramic flooring enhances the aesthetic appeal of this fla...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vinayak-sapphire-sargasan-gandhinagar-2313-sqft-spid-J89832344,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹79.6 Lac,"₹4,444 /sqft","1,791 sqft",(166 sqm),Super Built-up Area,Ready To Move,"Aayunam green residential project in gandhinagar, gujarat Aayunam green is a thoughtfully planned residential project located in gandhinagar, gujarat, designed to offer comfortable, modern living with a strong focus on green spaces, quality construction, and contemporary lifestyle amenities. It is ideal for families, working professionals, and people looking for a serene yet well-Connected home...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ayunam-greens-kudasan-gandhinagar-1791-sqft-spid-S88739522,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"2 BHK Flatin Urjanagar 1, Randesan, Gandhinagar",2 BHK Flat,"Urjanagar 1, Randesan, Gandhinagar",₹57 Lac,"₹6,690 /sqft",852 sqft,(79 sqm),Carpet Area,Ready To Move,"The flat is east-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 852 sq.Ft. The flat has a total of 7 floors and this property is situated on 1st floor. This is a ready to move project and the property is 5-10 years old. The well built vitrified flooring enhances the aesthetic appeal of this flat. All the...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shukan-silver-urjanagar-1-gandhinagar-852-sqft-spid-U90757956,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"5 Bedroom Housein Koba, Gandhinagar",5 BHK,"Koba, Gandhinagar",₹6.5 Cr,"₹22,569 /sqft","2,880 sqft",(268 sqm),,Ready To Move,"Looking to buy a twin bunglows in gandhinagar? Do check out this saharsh villa 5 bhk house in koba, which is an ideal choice for a family. Constructed on a plot area of 320 sq.Yards, this house comprises 5 bedrooms, 5 bathrooms and 2 balconies. The owner of the house also gets 1 covered parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of...",,,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-koba-gandhinagar-2880-sqft-spid-S90507082,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Urjanagar 1, Randesan, Gandhinagar",3 BHK Flat,"Urjanagar 1, Randesan, Gandhinagar",₹75 Lac,"₹6,410 /sqft","1,665 sqft",(155 sqm),"Looking for a 3 bhk property for sale in gandhinagar? Buy this 3 bhk flat in shukan silver that is situated in urjanagar 1, gandhinagar. This residential flat is east-Facing direction. The flat is over 130 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 8 floors in total and the flat for sale is located on the 2nd floor. An added advanta...",Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shukan-silver-urjanagar-1-gandhinagar-1665-sqft-r1-spid-Y86656544,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹79 Lac,"₹4,987 /sqft","1,584 sqft",(147 sqm),Super Built-up Area,Ready To Move,"The shree rang neno city 2 flat occupies a super built up area of 176 sq.Yards that consists of 2 bedrooms, 2 bathrooms . The property is located on the top floor of a 5 floors tall building. This 10 years old property is available for immediate possession as the project is ready to move.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1584-sqft-spid-N90936662,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.05 Cr,"₹4,453 /sqft","2,358 sqft",(219 sqm),Carpet Area,Ready To Move,"This is a east-Facing property. Constructed on a carpet area of 262 sq.Yards, the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the 4th level of a 13 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The floor of this flat is beautifully designed using ceramic flooring, giving the flat an alluring look....",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-madhav-shivanjali-imperia-sargasan-gandhinagar-2358-sqft-spid-T91092592,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1.84 Cr,"₹10,592 /sqft","2,637 sqft",(245 sqm),Super Built-up Area,Ready To Move,"A spacious 100 sq. Yard terrace penthouse offering panoramic city views. The property features an open-Plan living area, ample natural light, and a private terrace ideal for entertaining. Perfect for those seeking luxury living in a compact yet elegant space. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 2637 sq.Ft. The residential build...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalay-parisar-kudasan-gandhinagar-2637-sqft-spid-P90540222,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹85.6 Lac,"₹4,284 /sqft","1,998 sqft",(186 sqm),Super Built-up Area,Ready To Move,"The flat the skylark is over 222 sq.Yards super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 5th floor of this 13 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1 year old property. The flat will offer a modern lifestyle as it is presented with many of the amenities such as fitnes...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-skylark-randesan-gandhinagar-1998-sqft-spid-Q90281740,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"5 Bedroom Housein Kudasan, Gandhinagar",5 BHK,"Kudasan, Gandhinagar",₹3.35 Cr,"₹25,702 /sqft","1,303 sqft",(121 sqm),,Ready To Move,"Presenting an exceptional corner bungalow located in one of the most prestigious and well-Connected neighborhoods, near podar international school. This prime property enjoys a strategic main road position, offering unmatched visibility, accessibility, and convenience. Surrounded by premium residential communities and thriving commercial hubs, the bungalow is within walking distance of leading ...",,,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-kudasan-gandhinagar-1773-sq-ft-spid-S88763940,https://static.99acres.com/universalapp/img/downArrowNew.png
1,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹85 Lac,"₹36,016 /sqft",236 sqft,(22 sqm),Built-up Area,Ready To Move,"The flat is facing the east direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a built up area of 236 sq.Ft. The residential building has 9 floors in total and the flat for sale is located on the 8th floor. This is a ready to move project and the property is 1-5 years old. The flat comes well built with vitrified flooring options. This flat is located near...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shubhaarambh-shilp-serenity-sargasan-gandhinagar-236-sqft-spid-C89715960,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"4 BHK Flatin Sargasan, Gandhinagar",4 BHK Flat,"Sargasan, Gandhinagar",₹3.25 Cr,"₹11,607 /sqft","2,800 sqft",(260 sqm),Carpet Area,Ready To Move,"This is a east-Facing property. The floor plan additionally contains 4 bedroom(s), 6 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 2800 sq.Ft. The flat has a total of 7 floors and this property is situated on 1st floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The well built others flooring enhances the ae...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-siddhraj-z-plus-sargasan-gandhinagar-2800-sqft-spid-D89554432,https://static.99acres.com/universalapp/img/checkLineGray.svg
1,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹75 Lac,"₹9,475 /sqft",791 sqft,(73 sqm),Carpet Area,Ready To Move,"The flat is facing the east direction. Constructed on a carpet area of 74 sq.M., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 7th floor of this 11 floors tall residential building. This is a ready to move project and the property is 0-1 year old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. All the ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shreeji-sahajanand-shayona-sargasan-gandhinagar-792-sqft-spid-G88471194,https://static.99acres.com/universalapp/img/checkLineGray.svg
